codigo_ibge,ano,turno,data_eleicao,cargo,aptos,secoes,comparecimento,abstencoes,votos_validos,votos_brancos,votos_nulos,votos_nominais,votos_legenda
4213807,2004,1,2004-10-03,prefeito,4699,15,4584,115,4416,28,140,4416,0
4213807,2004,1,2004-10-03,vereador,4699,15,4584,115,4470,37,77,4232,238
4213906,2004,1,2004-10-03,prefeito,1661,7,1613,48,1583,4,26,1583,0
4213906,2004,1,2004-10-03,vereador,1661,7,1613,48,1599,1,13,1528,71
4214003,2004,1,2004-10-03,prefeito,9776,26,9070,706,8729,75,266,8729,0
4214003,2004,1,2004-10-03,vereador,9776,26,9070,706,8880,89,101,8482,398
4214102,2004,1,2004-10-03,prefeito,2011,9,1961,50,1890,8,63,1890,0
4214102,2004,1,2004-10-03,vereador,2011,9,1961,50,1938,3,20,1854,84
4214151,2004,1,2004-10-03,prefeito,2093,5,1921,172,1867,7,47,1867,0
4214151,2004,1,2004-10-03,vereador,2093,5,1921,172,1904,6,11,1810,94
4214201,2004,1,2004-10-03,prefeito,7398,26,6987,411,6741,54,192,6741,0
4214201,2004,1,2004-10-03,vereador,7398,26,6987,411,6816,68,103,6409,407
4214300,2004,1,2004-10-03,prefeito,2314,8,2230,84,2188,14,28,2188,0
4214300,2004,1,2004-10-03,vereador,2314,8,2230,84,2202,7,21,2114,88
4214409,2004,1,2004-10-03,prefeito,5278,18,4828,450,4651,52,125,4651,0
4214409,2004,1,2004-10-03,vereador,5278,18,4828,450,4682,35,111,4383,299
4214508,2004,1,2004-10-03,prefeito,5244,19,4823,421,4699,17,107,4699,0
4214508,2004,1,2004-10-03,vereador,5244,19,4823,421,4748,9,66,4489,259
4214607,2004,1,2004-10-03,prefeito,5293,21,4935,358,4823,41,71,4823,0
4214607,2004,1,2004-10-03,vereador,5293,21,4935,358,4853,36,46,4573,280
4214706,2004,1,2004-10-03,prefeito,6546,24,6428,118,6314,32,82,6314,0
4214706,2004,1,2004-10-03,vereador,6546,24,6428,118,6321,40,67,6064,257
4214805,2004,1,2004-10-03,prefeito,39748,107,35494,4254,34515,265,714,34515,0
4214805,2004,1,2004-10-03,vereador,39748,107,35494,4254,34529,481,484,32674,1855
4214904,2004,1,2004-10-03,prefeito,3703,14,3626,77,3570,19,37,3570,0
4214904,2004,1,2004-10-03,vereador,3703,14,3626,77,3588,15,23,3435,153
4215000,2004,1,2004-10-03,prefeito,27723,78,24782,2941,23708,275,799,23708,0
4215000,2004,1,2004-10-03,vereador,27723,78,24782,2941,23932,369,481,22159,1773
4215059,2004,1,2004-10-03,prefeito,2032,8,1901,131,1818,23,60,1818,0
4215059,2004,1,2004-10-03,vereador,2032,8,1901,131,1856,15,30,1742,114
4215075,2004,1,2004-10-03,prefeito,3381,18,3247,134,3158,23,66,3158,0
4215075,2004,1,2004-10-03,vereador,3381,18,3247,134,3182,21,44,3029,153
4215109,2004,1,2004-10-03,prefeito,8116,26,7449,667,7191,102,156,7191,0
4215109,2004,1,2004-10-03,vereador,8116,26,7449,667,7193,112,144,6800,393
4215208,2004,1,2004-10-03,prefeito,4078,17,3853,225,3702,40,111,3702,0
4215208,2004,1,2004-10-03,vereador,4078,17,3853,225,3782,29,42,3583,199
4215307,2004,1,2004-10-03,prefeito,5594,18,5170,424,5067,17,86,5067,0
4215307,2004,1,2004-10-03,vereador,5594,18,5170,424,5066,31,73,4798,268
4215356,2004,1,2004-10-03,prefeito,2548,8,2498,50,2387,17,94,2387,0
4215356,2004,1,2004-10-03,vereador,2548,8,2498,50,2437,20,41,2267,170
4215406,2004,1,2004-10-03,prefeito,3087,11,2840,247,2148,205,487,2148,0
4215406,2004,1,2004-10-03,vereador,3087,11,2840,247,2767,24,49,2626,141
4215455,2004,1,2004-10-03,prefeito,5679,17,5261,418,5163,32,66,5163,0
4215455,2004,1,2004-10-03,vereador,5679,17,5261,418,5160,38,63,4886,274
4215505,2004,1,2004-10-03,prefeito,11043,32,9754,1289,9270,96,388,9270,0
4215505,2004,1,2004-10-03,vereador,11043,32,9754,1289,9444,149,161,8538,906
4215554,2004,1,2004-10-03,prefeito,2083,8,1919,164,1859,17,43,1859,0
4215554,2004,1,2004-10-03,vereador,2083,8,1919,164,1890,6,23,1790,100
4215604,2004,1,2004-10-03,prefeito,1660,7,1638,22,1614,6,18,1614,0
4215604,2004,1,2004-10-03,vereador,1660,7,1638,22,1622,5,11,1564,58
4215653,2004,1,2004-10-03,prefeito,5963,18,5431,532,5277,60,94,5277,0
4215653,2004,1,2004-10-03,vereador,5963,18,5431,532,5305,45,81,5029,276
4215679,2004,1,2004-10-03,prefeito,6119,22,5665,454,5526,36,103,5526,0
4215679,2004,1,2004-10-03,vereador,6119,22,5665,454,5542,40,83,5209,333
4215687,2004,1,2004-10-03,prefeito,2162,7,2118,44,2044,9,65,2044,0
4215687,2004,1,2004-10-03,vereador,2162,7,2118,44,2070,11,37,1924,146
4215695,2004,1,2004-10-03,prefeito,1104,6,1035,69,710,236,89,710,0
4215695,2004,1,2004-10-03,vereador,1104,6,1035,69,934,79,22,859,75
4215703,2004,1,2004-10-03,prefeito,12527,36,11701,826,11231,125,345,11231,0
4215703,2004,1,2004-10-03,vereador,12527,36,11701,826,11363,144,194,10638,725
4215752,2004,1,2004-10-03,prefeito,2205,9,2020,185,1937,10,73,1937,0
4215752,2004,1,2004-10-03,vereador,2205,9,2020,185,1968,6,46,1883,85
4215802,2004,1,2004-10-03,prefeito,49206,132,44883,4323,43378,527,978,43378,0
4215802,2004,1,2004-10-03,vereador,49206,132,44883,4323,43357,865,661,40492,2865
4215901,2004,1,2004-10-03,prefeito,2593,8,2489,104,2434,16,39,2434,0
4215901,2004,1,2004-10-03,vereador,2593,8,2489,104,2451,12,26,2342,109
4216008,2004,1,2004-10-03,prefeito,7224,20,6502,722,6332,52,118,6332,0
4216008,2004,1,2004-10-03,vereador,7224,20,6502,722,6351,41,110,6013,338
4216057,2004,1,2004-10-03,prefeito,3207,9,2844,363,2754,23,67,2754,0
4216057,2004,1,2004-10-03,vereador,3207,9,2844,363,2760,21,63,2557,203
4216107,2004,1,2004-10-03,prefeito,7377,23,6556,821,6307,53,196,6307,0
4216107,2004,1,2004-10-03,vereador,7377,23,6556,821,6393,55,108,5966,427
4216206,2004,1,2004-10-03,prefeito,27280,80,23768,3512,22909,253,606,22909,0
4216206,2004,1,2004-10-03,vereador,27280,80,23768,3512,23189,288,291,21526,1663
4216255,2004,1,2004-10-03,prefeito,4321,15,4110,211,4016,23,71,4016,0
4216255,2004,1,2004-10-03,vereador,4321,15,4110,211,4064,13,33,3884,180
4216305,2004,1,2004-10-03,prefeito,12539,34,11691,848,11372,95,224,11372,0
4216305,2004,1,2004-10-03,vereador,12539,34,11691,848,11409,122,160,10755,654
4216354,2004,1,2004-10-03,prefeito,2091,5,2027,64,1992,11,24,1992,0
4216354,2004,1,2004-10-03,vereador,2091,5,2027,64,1987,9,31,1894,93
4216404,2004,1,2004-10-03,prefeito,4736,17,4653,83,4532,39,82,4532,0
4216404,2004,1,2004-10-03,vereador,4736,17,4653,83,4567,20,66,4340,227
4216503,2004,1,2004-10-03,prefeito,18129,51,16146,1983,15542,206,398,15542,0
4216503,2004,1,2004-10-03,vereador,18129,51,16146,1983,15656,243,247,14541,1115
4216602,2004,1,2004-10-03,prefeito,122870,329,109756,13114,98583,4167,7006,98583,0
4216602,2004,1,2004-10-03,vereador,122870,329,109756,13114,102461,3720,3575,95373,7088
4216701,2004,1,2004-10-03,prefeito,10961,29,9512,1449,9310,55,147,9310,0
4216701,2004,1,2004-10-03,vereador,10961,29,9512,1449,9363,65,84,8935,428
4216800,2004,1,2004-10-03,prefeito,7644,28,6696,948,6313,99,284,6313,0
4216800,2004,1,2004-10-03,vereador,7644,28,6696,948,6469,76,151,5995,474
4216909,2004,1,2004-10-03,prefeito,16279,52,13815,2464,12877,338,600,12877,0
4216909,2004,1,2004-10-03,vereador,16279,52,13815,2464,13196,297,322,12342,854
4217006,2004,1,2004-10-03,prefeito,7086,23,6605,481,6394,46,165,6394,0
4217006,2004,1,2004-10-03,vereador,7086,23,6605,481,6469,56,80,6076,393
4217105,2004,1,2004-10-03,prefeito,2580,10,2513,67,1625,53,835,1625,0
4217105,2004,1,2004-10-03,vereador,2580,10,2513,67,2419,21,73,2335,84
4217154,2004,1,2004-10-03,prefeito,1629,5,1531,98,1484,10,37,1484,0
4217154,2004,1,2004-10-03,vereador,1629,5,1531,98,1497,4,30,1425,72
4217204,2004,1,2004-10-03,prefeito,24177,74,20286,3891,19540,256,490,19540,0
4217204,2004,1,2004-10-03,vereador,24177,74,20286,3891,19693,285,308,18574,1119
4217253,2004,1,2004-10-03,prefeito,3173,9,3110,63,3026,17,67,3026,0
4217253,2004,1,2004-10-03,vereador,3173,9,3110,63,3067,14,29,2931,136
4217303,2004,1,2004-10-03,prefeito,6446,19,6019,427,5869,30,120,5869,0
4217303,2004,1,2004-10-03,vereador,6446,19,6019,427,5929,33,57,5704,225
4217402,2004,1,2004-10-03,prefeito,8557,23,7943,614,7713,69,161,7713,0
4217402,2004,1,2004-10-03,vereador,8557,23,7943,614,7740,96,107,7330,410
4217501,2004,1,2004-10-03,prefeito,12811,46,11618,1193,11266,73,279,11266,0
4217501,2004,1,2004-10-03,vereador,12811,46,11618,1193,11393,103,122,10884,509
4217550,2004,1,2004-10-03,prefeito,2484,9,2271,213,2201,9,61,2201,0
4217550,2004,1,2004-10-03,vereador,2484,9,2271,213,2214,14,43,2096,118
4217600,2004,1,2004-10-03,prefeito,9749,26,8718,1031,8479,64,175,8479,0
4217600,2004,1,2004-10-03,vereador,9749,26,8718,1031,8526,68,124,8127,399
4217709,2004,1,2004-10-03,prefeito,17097,45,15214,1883,14544,211,459,14544,0
4217709,2004,1,2004-10-03,vereador,17097,45,15214,1883,14825,200,189,13926,899
4217758,2004,1,2004-10-03,prefeito,2090,6,2025,65,1960,19,46,1960,0
4217758,2004,1,2004-10-03,vereador,2090,6,2025,65,1968,14,43,1858,110
4217808,2004,1,2004-10-03,prefeito,12869,42,11648,1221,11205,118,325,11205,0
4217808,2004,1,2004-10-03,vereador,12869,42,11648,1221,11327,102,219,10647,680
4217907,2004,1,2004-10-03,prefeito,6256,27,5882,374,5710,43,129,5710,0
4217907,2004,1,2004-10-03,vereador,6256,27,5882,374,5712,55,115,5373,339
4217956,2004,1,2004-10-03,prefeito,1338,3,1312,26,1273,8,31,1273,0
4217956,2004,1,2004-10-03,vereador,1338,3,1312,26,1275,4,33,1218,57
4218004,2004,1,2004-10-03,prefeito,19684,59,17698,1986,16987,178,533,16987,0
4218004,2004,1,2004-10-03,vereador,19684,59,17698,1986,17244,181,273,16162,1082
4218103,2004,1,2004-10-03,prefeito,4259,10,4076,183,3960,22,94,3960,0
4218103,2004,1,2004-10-03,vereador,4259,10,4076,183,3985,19,72,3785,200
4218202,2004,1,2004-10-03,prefeito,23532,63,21756,1776,21005,209,542,21005,0
4218202,2004,1,2004-10-03,vereador,23532,63,21756,1776,21017,330,409,19963,1054
4218251,2004,1,2004-10-03,prefeito,4472,15,3952,520,3739,61,152,3739,0
4218251,2004,1,2004-10-03,vereador,4472,15,3952,520,3791,40,121,3489,302
4218301,2004,1,2004-10-03,prefeito,13102,38,11528,1574,11079,110,339,11079,0
4218301,2004,1,2004-10-03,vereador,13102,38,11528,1574,11198,124,206,10482,716
4218350,2004,1,2004-10-03,prefeito,2565,7,2509,56,2476,7,26,2476,0
4218350,2004,1,2004-10-03,vereador,2565,7,2509,56,2488,5,16,2402,86
4218400,2004,1,2004-10-03,prefeito,5143,13,4913,230,4767,30,116,4767,0
4218400,2004,1,2004-10-03,vereador,5143,13,4913,230,4815,23,75,4570,245
4218509,2004,1,2004-10-03,prefeito,3744,14,3320,424,3236,17,67,3236,0
4218509,2004,1,2004-10-03,vereador,3744,14,3320,424,3248,29,43,3104,144
4218608,2004,1,2004-10-03,prefeito,4148,9,4047,101,3944,24,79,3944,0
4218608,2004,1,2004-10-03,vereador,4148,9,4047,101,3980,21,46,3749,231
4218707,2004,1,2004-10-03,prefeito,65702,174,58522,7180,55763,836,1923,55763,0
4218707,2004,1,2004-10-03,vereador,65702,174,58522,7180,56759,805,958,53841,2918
4218756,2004,1,2004-10-03,prefeito,3613,15,3375,238,3308,14,53,3308,0
4218756,2004,1,2004-10-03,vereador,3613,15,3375,238,3326,11,38,3204,122
4218806,2004,1,2004-10-03,prefeito,8022,23,7859,163,7692,49,118,7692,0
4218806,2004,1,2004-10-03,vereador,8022,23,7859,163,7736,39,84,7346,390
4218855,2004,1,2004-10-03,prefeito,2259,10,2234,25,2161,15,58,2161,0
4218855,2004,1,2004-10-03,vereador,2259,10,2234,25,2179,13,42,2058,121
4218905,2004,1,2004-10-03,prefeito,7371,25,6548,823,6259,66,223,6259,0
4218905,2004,1,2004-10-03,vereador,7371,25,6548,823,6430,50,68,6075,355
4218954,2004,1,2004-10-03,prefeito,2021,6,1934,87,1860,22,52,1860,0
4218954,2004,1,2004-10-03,vereador,2021,6,1934,87,1883,14,37,1746,137
4219002,2004,1,2004-10-03,prefeito,14879,44,13225,1654,12960,115,150,12960,0
4219002,2004,1,2004-10-03,vereador,14879,44,13225,1654,12936,118,171,12206,730
4219101,2004,1,2004-10-03,prefeito,2446,9,2265,181,2130,61,74,2130,0
4219101,2004,1,2004-10-03,vereador,2446,9,2265,181,2194,33,38,2027,167
4219150,2004,1,2004-10-03,prefeito,2377,11,2313,64,2253,12,48,2253,0
4219150,2004,1,2004-10-03,vereador,2377,11,2313,64,2262,8,43,2017,245
4219176,2004,1,2004-10-03,prefeito,3635,12,3473,162,3350,20,103,3350,0
4219176,2004,1,2004-10-03,vereador,3635,12,3473,162,3376,18,79,3169,207
4219200,2004,1,2004-10-03,prefeito,4758,20,4476,282,4337,47,92,4337,0
4219200,2004,1,2004-10-03,vereador,4758,20,4476,282,4365,28,83,4179,186
4219309,2004,1,2004-10-03,prefeito,30281,85,26627,3654,25145,470,1012,25145,0
4219309,2004,1,2004-10-03,vereador,30281,85,26627,3654,25655,523,449,24094,1561
4219358,2004,1,2004-10-03,prefeito,4291,12,3931,360,3835,32,64,3835,0
4219358,2004,1,2004-10-03,vereador,4291,12,3931,360,3846,35,50,3636,210
4219408,2004,1,2004-10-03,prefeito,2645,7,2537,108,2477,13,47,2477,0
4219408,2004,1,2004-10-03,vereador,2645,7,2537,108,2494,14,29,2389,105
4219507,2004,1,2004-10-03,prefeito,27637,86,24057,3580,23266,254,537,23266,0
4219507,2004,1,2004-10-03,vereador,27637,86,24057,3580,23373,386,298,21715,1658
4219606,2004,1,2004-10-03,prefeito,3056,15,3015,41,2957,17,41,2957,0
4219606,2004,1,2004-10-03,vereador,3056,15,3015,41,2965,14,36,2854,111
4219705,2004,1,2004-10-03,prefeito,17341,50,15455,1886,14891,154,410,14891,0
4219705,2004,1,2004-10-03,vereador,17341,50,15455,1886,14953,252,250,13923,1030
4219853,2004,1,2004-10-03,prefeito,2189,7,2076,113,2035,10,31,2035,0
4219853,2004,1,2004-10-03,vereador,2189,7,2076,113,2041,9,26,1959,82
4205407,2004,2,2004-10-31,prefeito,273425,668,226909,46516,202922,2949,21038,202922,0
4200051,2006,1,2006-10-01,deputado estadual,2072,12,1937,135,1853,58,26,1693,160
4200051,2006,1,2006-10-01,deputado federal,2072,12,1937,135,1799,113,25,1687,112
4200051,2006,1,2006-10-01,governador,2072,12,1937,135,1830,34,73,1830,0
4200051,2006,1,2006-10-01,presidente,2072,12,1937,135,1789,52,96,1789,0
4200051,2006,1,2006-10-01,senador,2072,12,1937,135,1623,127,187,1623,0
4200101,2006,1,2006-10-01,deputado estadual,11780,42,9180,2600,8537,494,149,7598,939
4200101,2006,1,2006-10-01,deputado federal,11780,42,9180,2600,8477,549,154,7774,703
4200101,2006,1,2006-10-01,governador,11780,42,9180,2600,8483,315,382,8483,0
4200101,2006,1,2006-10-01,presidente,11780,42,9180,2600,8594,199,387,8594,0
4200101,2006,1,2006-10-01,senador,11780,42,9180,2600,7541,749,890,7541,0
4200200,2006,1,2006-10-01,deputado estadual,6119,17,5404,715,4799,385,220,4423,376
4200200,2006,1,2006-10-01,deputado federal,6119,17,5404,715,4823,365,216,4513,310
4200200,2006,1,2006-10-01,governador,6119,17,5404,715,4857,238,309,4857,0
4200200,2006,1,2006-10-01,presidente,6119,17,5404,715,4983,174,247,4983,0
4200200,2006,1,2006-10-01,senador,6119,17,5404,715,4188,605,611,4188,0
4200309,2006,1,2006-10-01,deputado estadual,3202,15,2920,282,2740,111,69,2584,156
4200309,2006,1,2006-10-01,deputado federal,3202,15,2920,282,2741,109,70,2621,120
4200309,2006,1,2006-10-01,governador,3202,15,2920,282,2754,50,116,2754,0
4200309,2006,1,2006-10-01,presidente,3202,15,2920,282,2739,66,115,2739,0
4200309,2006,1,2006-10-01,senador,3202,15,2920,282,2472,215,233,2472,0
4200408,2006,1,2006-10-01,deputado estadual,5101,18,4168,933,3934,174,60,3600,334
4200408,2006,1,2006-10-01,deputado federal,5101,18,4168,933,3864,236,68,3571,293
4200408,2006,1,2006-10-01,governador,5101,18,4168,933,3903,85,180,3903,0
4200408,2006,1,2006-10-01,presidente,5101,18,4168,933,3860,79,229,3860,0
4200408,2006,1,2006-10-01,senador,5101,18,4168,933,3468,300,400,3468,0
4200507,2006,1,2006-10-01,deputado estadual,4022,12,3574,448,3208,288,78,2876,332
4200507,2006,1,2006-10-01,deputado federal,4022,12,3574,448,3152,341,81,2869,283
4200507,2006,1,2006-10-01,governador,4022,12,3574,448,3311,128,135,3311,0
4200507,2006,1,2006-10-01,presidente,4022,12,3574,448,3294,112,168,3294,0
4200507,2006,1,2006-10-01,senador,4022,12,3574,448,2876,392,306,2876,0
4200556,2006,1,2006-10-01,deputado estadual,1976,9,1781,195,1722,42,17,1641,81
4200556,2006,1,2006-10-01,deputado federal,1976,9,1781,195,1712,45,24,1633,79
4200556,2006,1,2006-10-01,governador,1976,9,1781,195,1722,17,42,1722,0
4200556,2006,1,2006-10-01,presidente,1976,9,1781,195,1724,22,35,1724,0
4200556,2006,1,2006-10-01,senador,1976,9,1781,195,1634,59,88,1634,0
4200606,2006,1,2006-10-01,deputado estadual,4821,20,4462,359,4109,200,153,3826,283
4200606,2006,1,2006-10-01,deputado federal,4821,20,4462,359,4001,245,216,3781,220
4200606,2006,1,2006-10-01,governador,4821,20,4462,359,4048,141,273,4048,0
4200606,2006,1,2006-10-01,presidente,4821,20,4462,359,4087,119,256,4087,0
4200606,2006,1,2006-10-01,senador,4821,20,4462,359,3669,309,484,3669,0
4200705,2006,1,2006-10-01,deputado estadual,7326,26,6290,1036,5956,240,94,5535,421
4200705,2006,1,2006-10-01,deputado federal,7326,26,6290,1036,5918,268,104,5544,374
4200705,2006,1,2006-10-01,governador,7326,26,6290,1036,5850,167,273,5850,0
4200705,2006,1,2006-10-01,presidente,7326,26,6290,1036,5900,122,268,5900,0
4200705,2006,1,2006-10-01,senador,7326,26,6290,1036,5484,359,447,5484,0
4200754,2006,1,2006-10-01,deputado estadual,1648,7,1502,146,1431,37,34,1330,101
4200754,2006,1,2006-10-01,deputado federal,1648,7,1502,146,1381,63,58,1300,81
4200754,2006,1,2006-10-01,governador,1648,7,1502,146,1417,28,57,1417,0
4200754,2006,1,2006-10-01,presidente,1648,7,1502,146,1396,25,81,1396,0
4200754,2006,1,2006-10-01,senador,1648,7,1502,146,1245,84,173,1245,0
4200804,2006,1,2006-10-01,deputado estadual,5019,20,4178,841,3844,249,85,3475,369
4200804,2006,1,2006-10-01,deputado federal,5019,20,4178,841,3737,343,98,3416,321
4200804,2006,1,2006-10-01,governador,5019,20,4178,841,3831,138,209,3831,0
4200804,2006,1,2006-10-01,presidente,5019,20,4178,841,3866,110,202,3866,0
4200804,2006,1,2006-10-01,senador,5019,20,4178,841,3420,354,404,3420,0
4200903,2006,1,2006-10-01,deputado estadual,4692,20,4225,467,3985,185,55,3678,307
4200903,2006,1,2006-10-01,deputado federal,4692,20,4225,467,3958,210,57,3729,229
4200903,2006,1,2006-10-01,governador,4692,20,4225,467,4002,93,130,4002,0
4200903,2006,1,2006-10-01,presidente,4692,20,4225,467,3968,81,176,3968,0
4200903,2006,1,2006-10-01,senador,4692,20,4225,467,3655,248,322,3655,0
4201000,2006,1,2006-10-01,deputado estadual,7686,31,5690,1996,5196,389,105,4636,560
4201000,2006,1,2006-10-01,deputado federal,7686,31,5690,1996,5148,439,103,4692,456
4201000,2006,1,2006-10-01,governador,7686,31,5690,1996,5148,214,328,5148,0
4201000,2006,1,2006-10-01,presidente,7686,31,5690,1996,5150,190,350,5150,0
4201000,2006,1,2006-10-01,senador,7686,31,5690,1996,4660,460,570,4660,0
4201109,2006,1,2006-10-01,deputado estadual,2668,12,2323,345,2235,64,24,2072,163
4201109,2006,1,2006-10-01,deputado federal,2668,12,2323,345,2225,67,31,2113,112
4201109,2006,1,2006-10-01,governador,2668,12,2323,345,2195,31,97,2195,0
4201109,2006,1,2006-10-01,presidente,2668,12,2323,345,2187,34,102,2187,0
4201109,2006,1,2006-10-01,senador,2668,12,2323,345,1998,148,177,1998,0
4201208,2006,1,2006-10-01,deputado estadual,5359,15,4973,386,4575,241,157,4302,273
4201208,2006,1,2006-10-01,deputado federal,5359,15,4973,386,4535,264,174,4324,211
4201208,2006,1,2006-10-01,governador,5359,15,4973,386,4662,114,197,4662,0
4201208,2006,1,2006-10-01,presidente,5359,15,4973,386,4646,107,220,4646,0
4201208,2006,1,2006-10-01,senador,5359,15,4973,386,4148,348,477,4148,0
4201257,2006,1,2006-10-01,deputado estadual,6644,27,5622,1022,5166,305,151,4798,368
4201257,2006,1,2006-10-01,deputado federal,6644,27,5622,1022,5138,325,159,4787,351
4201257,2006,1,2006-10-01,governador,6644,27,5622,1022,5207,157,258,5207,0
4201257,2006,1,2006-10-01,presidente,6644,27,5622,1022,5245,124,253,5245,0
4201257,2006,1,2006-10-01,senador,6644,27,5622,1022,4661,439,522,4661,0
4201273,2006,1,2006-10-01,deputado estadual,3258,15,2897,361,2708,115,74,2521,187
4201273,2006,1,2006-10-01,deputado federal,3258,15,2897,361,2620,177,100,2446,174
4201273,2006,1,2006-10-01,governador,3258,15,2897,361,2671,97,129,2671,0
4201273,2006,1,2006-10-01,presidente,3258,15,2897,361,2668,91,138,2668,0
4201273,2006,1,2006-10-01,senador,3258,15,2897,361,2348,267,282,2348,0
4201307,2006,1,2006-10-01,deputado estadual,11928,36,9760,2168,9162,428,170,8411,751
4201307,2006,1,2006-10-01,deputado federal,11928,36,9760,2168,8955,584,221,8231,724
4201307,2006,1,2006-10-01,governador,11928,36,9760,2168,9072,274,414,9072,0
4201307,2006,1,2006-10-01,presidente,11928,36,9760,2168,9171,227,362,9171,0
4201307,2006,1,2006-10-01,senador,11928,36,9760,2168,8304,650,806,8304,0
4201406,2006,1,2006-10-01,deputado estadual,41609,120,35870,5739,33834,1457,579,31393,2441
4201406,2006,1,2006-10-01,deputado federal,41609,120,35870,5739,33651,1619,600,31919,1732
4201406,2006,1,2006-10-01,governador,41609,120,35870,5739,33457,1031,1382,33457,0
4201406,2006,1,2006-10-01,presidente,41609,120,35870,5739,33822,751,1297,33822,0
4201406,2006,1,2006-10-01,senador,41609,120,35870,5739,30834,2518,2518,30834,0
4201505,2006,1,2006-10-01,deputado estadual,4913,18,4541,372,4351,146,44,4054,297
4201505,2006,1,2006-10-01,deputado federal,4913,18,4541,372,4323,174,44,4082,241
4201505,2006,1,2006-10-01,governador,4913,18,4541,372,4293,108,140,4293,0
4201505,2006,1,2006-10-01,presidente,4913,18,4541,372,4265,87,189,4265,0
4201505,2006,1,2006-10-01,senador,4913,18,4541,372,3922,295,324,3922,0
4201604,2006,1,2006-10-01,deputado estadual,2787,11,2403,384,2278,70,55,2122,156
4201604,2006,1,2006-10-01,deputado federal,2787,11,2403,384,2227,109,67,2081,146
4201604,2006,1,2006-10-01,governador,2787,11,2403,384,2221,61,121,2221,0
4201604,2006,1,2006-10-01,presidente,2787,11,2403,384,2228,53,122,2228,0
4201604,2006,1,2006-10-01,senador,2787,11,2403,384,2068,128,207,2068,0
4201653,2006,1,2006-10-01,deputado estadual,1661,7,1549,112,1493,30,26,1354,139
4201653,2006,1,2006-10-01,deputado federal,1661,7,1549,112,1488,33,28,1397,91
4201653,2006,1,2006-10-01,governador,1661,7,1549,112,1473,17,59,1473,0
4201653,2006,1,2006-10-01,presidente,1661,7,1549,112,1442,21,86,1442,0
4201653,2006,1,2006-10-01,senador,1661,7,1549,112,1359,51,139,1359,0
4201703,2006,1,2006-10-01,deputado estadual,5495,20,4657,838,4106,339,212,3741,365
4201703,2006,1,2006-10-01,deputado federal,5495,20,4657,838,4050,372,235,3727,323
4201703,2006,1,2006-10-01,governador,5495,20,4657,838,4080,261,316,4080,0
4201703,2006,1,2006-10-01,presidente,5495,20,4657,838,4235,159,263,4235,0
4201703,2006,1,2006-10-01,senador,5495,20,4657,838,3548,513,596,3548,0
4201802,2006,1,2006-10-01,deputado estadual,2534,11,2318,216,2208,64,46,2093,115
4201802,2006,1,2006-10-01,deputado federal,2534,11,2318,216,2174,89,55,2078,96
4201802,2006,1,2006-10-01,governador,2534,11,2318,216,2173,51,94,2173,0
4201802,2006,1,2006-10-01,presidente,2534,11,2318,216,2191,49,78,2191,0
4201802,2006,1,2006-10-01,senador,2534,11,2318,216,1948,186,184,1948,0
4201901,2006,1,2006-10-01,deputado estadual,4276,17,3712,564,3427,188,97,3182,245
4201901,2006,1,2006-10-01,deputado federal,4276,17,3712,564,3390,196,126,3201,189
4201901,2006,1,2006-10-01,governador,4276,17,3712,564,3471,100,141,3471,0
4201901,2006,1,2006-10-01,presidente,4276,17,3712,564,3474,86,152,3474,0
4201901,2006,1,2006-10-01,senador,4276,17,3712,564,3015,344,353,3015,0
4201950,2006,1,2006-10-01,deputado estadual,5409,15,4645,764,4401,163,81,4018,383
4201950,2006,1,2006-10-01,deputado federal,5409,15,4645,764,4386,170,89,4115,271
4201950,2006,1,2006-10-01,governador,5409,15,4645,764,4325,130,190,4325,0
4201950,2006,1,2006-10-01,presidente,5409,15,4645,764,4346,85,214,4346,0
4201950,2006,1,2006-10-01,senador,5409,15,4645,764,3969,287,389,3969,0
4202008,2006,1,2006-10-01,deputado estadual,71442,187,57808,13634,52545,3114,2149,48842,3703
4202008,2006,1,2006-10-01,deputado federal,71442,187,57808,13634,51103,4055,2650,47685,3418
4202008,2006,1,2006-10-01,governador,71442,187,57808,13634,51795,2574,3439,51795,0
4202008,2006,1,2006-10-01,presidente,71442,187,57808,13634,54282,1318,2208,54282,0
4202008,2006,1,2006-10-01,senador,71442,187,57808,13634,47478,5014,5316,47478,0
4202057,2006,1,2006-10-01,deputado estadual,6168,17,4814,1354,4562,161,91,4181,381
4202057,2006,1,2006-10-01,deputado federal,6168,17,4814,1354,4498,194,122,4174,324
4202057,2006,1,2006-10-01,governador,6168,17,4814,1354,4516,92,206,4516,0
4202057,2006,1,2006-10-01,presidente,6168,17,4814,1354,4573,65,176,4573,0
4202057,2006,1,2006-10-01,senador,6168,17,4814,1354,4143,277,394,4143,0
4202073,2006,1,2006-10-01,deputado estadual,5208,15,4344,864,4103,177,64,3728,375
4202073,2006,1,2006-10-01,deputado federal,5208,15,4344,864,4056,214,74,3779,277
4202073,2006,1,2006-10-01,governador,5208,15,4344,864,4064,124,156,4064,0
4202073,2006,1,2006-10-01,presidente,5208,15,4344,864,4075,81,188,4075,0
4202073,2006,1,2006-10-01,senador,5208,15,4344,864,3669,317,358,3669,0
4202081,2006,1,2006-10-01,deputado estadual,2360,7,2080,280,1994,57,29,1811,183
4202081,2006,1,2006-10-01,deputado federal,2360,7,2080,280,1964,79,37,1816,148
